origin,origin_length,text_original,text_translated,pointers
0x0E040278,28,野菜ぎらいじゃないんだね？{np},,0x0E0418EC
0x0E040294,14,このオレ様、{nl},,0x0E0418F0
0x0E0402A4,20,ハクサイのコトも、{nl},,0x0E0418F4
0x0E0402B8,24,スキだって言うんだね？{np},,0x0E0418F8
0x0E0402D0,21,うん！{np}そうなの！！{np},,0x0E0418FC
0x0E0402E8,26,じゃあ、むかしものすごく{nl},,0x0E041908
0x0E040304,28,キラってたニンジンだって、{np},,0x0E04190C
0x0E040320,16,今はスキだって{nl},,0x0E041910
0x0E040330,14,言うんだね？{np},,0x0E041914
0x0E040340,24,うん、ハンバーグの横に{nl},,0x0E041ADC
0x0E040358,26,ついてくる、ニンジンって{nl},,0x0E041AE0
0x0E040374,20,あまくてだいすき！{np},,0x0E041AE4
0x0E040388,27,ほう…？{np}じゃあ、むかしは{nl},,0x0E041B00
0x0E0403A4,26,ハナをつまんで食べてたグ{nl},,0x0E041B04
0x0E0403C0,28,リーンピースごはんだって、{np},,0x0E041B08
0x0E0403DC,24,スキになったっていうん{nl},,0x0E041B10
0x0E0403F4,8,だね？{np},,0x0E041B14
0x0E0403FC,26,え…えーと、グリンピース{nl},,0x0E041B18
0x0E040418,17,ごはん…は……{np}{nl},,0x0E041B1C
0x0E04042C,5,た、,,0x0E041B20
0x0E040434,18,食べられるけど…{np},,0x0E041B24
0x0E040448,26,もちろん、スキなんだね？{np},,0x0E041B28
0x0E040464,5,あ…,,0x0E041B2C;0x0E043030
0x0E04046C,9,うーん…,,0x0E041B30
0x0E040478,8,スキ…{nl},,0x0E041B34
0x0E040480,7,スキ…,,0x0E041B38
0x0E040488,5,スキ,,0x0E041B3C
0x0E040490,15,とまでは………,,0x0E041B40
0x0E0404A0,2,{np},,0x0E041B4C;0x0E042FDC
0x0E0404A4,20,パセリはどうかね？{np},,0x0E041D08
0x0E0404B8,28,レストランでごはんを食べる{nl},,0x0E041D10
0x0E0404D4,28,とたいていお皿のはじっこに{nl},,0x0E041D14
0x0E0404F0,20,乗ってるパセリは？{np},,0x0E041D18
0x0E040504,26,もちろん、今では大スキに{nl},,0x0E041D1C
0x0E040520,26,なって、ちゃーんと残さず{nl},,0x0E041D20
0x0E04053C,28,食べてるって言うんだよね？{np},,0x0E041D24
0x0E040558,17,えッ、パセリ…？,,0x0E041D38
0x0E04056C,12,パセリは…{nl},,0x0E041D40
0x0E040578,13,あのぉ………,,0x0E041D44
0x0E040588,11,……ん？{np}{nl},,0x0E041D48
0x0E040594,20,どうなんだい……？{np},,0x0E041D4C
0x0E0405A8,24,エート、エート…あの…{nl},,0x0E041D50
0x0E0405C0,24,キライとかじゃなくて、{np},,0x0E041D54
0x0E0405D8,8,その…{nl},,0x0E041D58
0x0E0405E0,20,食べるしゅうかんが{nl},,0x0E041D5C
0x0E0405F4,20,ないっていうか……{np},,0x0E041D60
0x0E040608,12,……………{np},,0x0E041D64
0x0E040614,28,ブワ〜カモンがあああぁぁ！{np},,0x0E041D74
0x0E040630,26,そ〜んなコトで野菜スキに{nl},,0x0E041F28
0x0E04064C,26,なったと言えるかあああ！{np},,0x0E041F2C
0x0E040668,28,このスットコドッコイが！！{np},,0x0E041F34
0x0E040684,23,そんな！{np}待ってよお！{np},,0x0E041F5C
0x0E04069C,20,うるせーーーーっ！{np},,0x0E041F68
0x0E0406B0,26,ハナつまんで食えるように{nl},,0x0E041F6C
0x0E0406CC,28,なったていどでオレ様たちの{nl},,0x0E041F70
0x0E0406E8,26,ウラミがおさまるかあ！！{np},,0x0E041F74
0x0E040704,14,ワハハハ！！{nl},,0x0E041F7C
0x0E040714,20,だいまおうさま！！{nl},,0x0E041F80
0x0E040728,20,そうこなくっちゃ！{np},,0x0E041F84
0x0E04073C,20,そうだ、そうだ！！{nl},,0x0E041F88
0x0E040750,28,パセリを残すようなヤツは、{nl},,0x0E041F8C
0x0E04076C,28,野菜スキとは言えないんだ！{np},,0x0E041F90
0x0E040788,26,おれ達ヤサイのウラミを、{nl},,0x0E041F94
0x0E0407A4,20,思い知れえ、{momo}！！{np},,0x0E041F98
0x0E0407B8,19,そんな！{np}じゃあ、{nl},,0x0E041FA0
0x0E0407CC,22,どうすればいいのッ！{np},,0x0E041FA4
0x0E0407E4,12,バカ{momo}！！{nl},,0x0E0420EC
0x0E0407F0,28,さっさとげんじつの世界に、{nl},,0x0E0420F0
0x0E04080C,12,帰れっ！！{np},,0x0E0420F4
0x0E040818,28,オレ様達は、おまえなんか、{nl},,0x0E042100
0x0E040834,20,大ッキライ！！だ！{np},,0x0E042104
0x0E040848,22,ハクサイだいまおう…{np},,0x0E042110
0x0E040860,14,そうとも！！{nl},,0x0E042128
0x0E040870,16,おまえなんか…{np},,0x0E04212C
0x0E040880,26,おまえなんか、オレ様は、{nl},,0x0E042138
0x0E04089C,22,大ッキライなんだ！！{nl},,0x0E04213C
0x0E0408B4,18,ばかやろう！！！{np},,0x0E042140
0x0E042144,7,アッ、,,0x0E042FB8
0x0E04214C,21,だいまおうさま！！{np}{nl},,0x0E042FC0
0x0E042164,28,おせなかがマル見えにッ！！{np},,0x0E042FC4
0x0E042180,24,アッ…！！{np}あれは…！！,,0x0E042FD8
0x0E042198,3,み,,0x0E042FF0
0x0E04219C,12,…見たな…{np},,0x0E042FF4
0x0E0421A8,11,見たな！！,,0x0E042FF8
0x0E0421B4,3,{np}{nl},,0x0E042FFC
0x0E0421B8,25,オレ様の、せなかを…！！,,0x0E043000
0x0E0421D4,17,思いだした………,,0x0E043004
0x0E0421E8,16,あれはあたしが{nl},,0x0E043008
0x0E0421F8,22,小さい時に書いた……{np},,0x0E04300C
0x0E042210,18,そうとも！！{momo}！{np},,0x0E043010
0x0E042224,24,おまえは、ママが買い物{nl},,0x0E043018
0x0E04223C,26,して買って来たばっかりの{nl},,0x0E04301C
0x0E042258,12,オレ様を、{np},,0x0E043020
0x0E042264,26,ママにかくれて持ち出し、{nl},,0x0E043024
0x0E042280,24,クレヨンでラクガキしや{nl},,0x0E043028
0x0E042298,16,がったんだ！！{np},,0x0E04302C
0x0E0422A8,19,思い出したか！！{np}{nl},,0x0E043200
0x0E0422BC,26,よくも…{np}よくも…{np}こんな{nl},,0x0E043204
0x0E0422D8,26,ヒドイことをぉぉぉ…！！{np},,0x0E043208
0x0E0422F4,19,あたし…{np}あたし…{np},,0x0E043214
0x0E042308,16,オレがお前に、{nl},,0x0E04322C
0x0E042318,24,何をしたんだああああ！{np},,0x0E043230
0x0E042330,29,何で、キラうんだあぁぁぁ！{np}{nl},,0x0E043234
0x0E042350,26,どーしてどーして、こんな{nl},,0x0E043238
0x0E04236C,28,ヒドイらくがきをぉぉぉぉ！{np},,0x0E04323C
0x0E042388,28,オレは、ゆるさんぞおおお、{nl},,0x0E043240
0x0E0423A4,8,{momo}！！{np},,0x0E043244
0x0E0423AC,24,パンプキン！行くぞ！！{np},,0x0E043250
0x0E0423C4,10,オウ！！{np},,0x0E043254
0x0E0423D0,12,お前らは、{nl},,0x0E043438
0x0E0423DC,20,手出しをするなッ！{np},,0x0E04343C
0x0E0423F0,10,これは、{nl},,0x0E043440
0x0E0423FC,18,オレ様と{momo}との、{nl},,0x0E043444
0x0E042410,16,戦いなんだ！！{np},,0x0E043448
0x0E042420,18,だいまおう様……{np},,0x0E043450
0x0E042434,24,あたし…ヒドイことを…{nl},,0x0E04349C
0x0E04244C,26,したんだ…わすれてた……{np},,0x0E0434A0
0x0E042468,12,{momo}ちゃん、{np},,0x0E043670
0x0E042474,28,人間はオトナになるために、{nl},,0x0E043674
0x0E042490,24,こどものころの思い出や{nl},,0x0E043678
0x0E0424A8,20,ゆめをわすれたり、{np},,0x0E04367C
0x0E0424BC,28,なくしたりして行かなくちゃ{nl},,0x0E043680
0x0E0424D8,24,ならないこともあるので{nl},,0x0E043684
0x0E0424F0,10,あるよ。{np},,0x0E043688
0x0E0424FC,8,ホラ、{np},,0x0E04368C
0x0E042504,22,小さなころに飛行機の{nl},,0x0E043690
0x0E04251C,22,パイロットになりたい{nl},,0x0E043694
0x0E042534,12,と言って、{np},,0x0E043698
0x0E042540,16,本当になる者は{nl},,0x0E04369C
0x0E042550,22,ごくわずかであろう？{np},,0x0E0436A0
0x0E042568,22,これ以上、この世界に{nl},,0x0E0436A4
0x0E042580,24,いるのはキケンである！{np},,0x0E0436A8
0x0E042598,10,にげて、{nl},,0x0E0436AC
0x0E0425A4,28,げんじつの世界にもどろう！{np},,0x0E0436B0
0x0E0425C0,12,ダメだよ！{nl},,0x0E0436B8
0x0E0425CC,26,そんなの、いいわけだよ！{np},,0x0E0436BC
0x0E0425E8,16,クロックさん！{nl},,0x0E0436C0
0x0E0425F8,28,ハクサイだいまおうをみて！{np},,0x0E0436C4
0x0E042614,27,あんなに、キズついてる！{np}{nl},,0x0E0436C8
0x0E042630,28,あんなに、悲しんでるよ！！{np},,0x0E0436CC
0x0E04264C,22,あたし…このまんま、{nl},,0x0E0436D0
0x0E042664,28,にげるわけには行かないよ！{np},,0x0E0436D4
0x0E042680,10,しかし！{nl},,0x0E0436E0
0x0E04268C,16,今のハクサイは{nl},,0x0E0436E4
0x0E04269C,22,キケンすぎるである！{np},,0x0E0436E8
0x0E0426B4,22,あの、キョウボウさ。{np},,0x0E0436EC
0x0E0426CC,20,このまま帰ったら、{nl},,0x0E0436F0
0x0E0426E0,26,みんなのコトはもう二度と{nl},,0x0E0436F4
0x0E0426FC,28,思いだせなくなるんでしょ！{np},,0x0E0436F8
0x0E042718,24,そんなんだったら大人に{nl},,0x0E0436FC
0x0E042730,22,なんかなりたくない！{np},,0x0E043700
0x0E042748,24,だって、子どものころの{nl},,0x0E043704
0x0E042760,28,思い出だって、ゆめだって、{np},,0x0E043708
0x0E04277C,18,大切な…大切な、{nl},,0x0E04370C
0x0E042790,26,あたしの一部なんだよ！！{np},,0x0E043710
0x0E0427AC,6,{baku}！{np},,0x0E043950
0x0E0427B4,10,{momo}…！！{nl},,0x0E04395C
0x0E0427C0,20,思い知れぇぇぇ！！{np},,0x0E043960
0x0E0427D4,10,やめて！{nl},,0x0E043B1C
0x0E0427E0,22,{baku}は関係ないでしょ！{np},,0x0E043B20
0x0E0427F8,18,でやああああ！！{np},,0x0E043B2C
0x0E04280C,12,{baku}ーッ！！{np},,0x0E043B3C
0x0E042818,16,キャプテン！！{np},,0x0E043B58
0x0E042828,7,ハア…,,0x0E043B68
0x0E042830,8,ハア…{np},,0x0E043B6C
0x0E042838,7,{baku}を{np}{nl},,0x0E043B70
0x0E042840,22,死なせるわけには……{nl},,0x0E043B74
0x0E042858,12,いかん……{np},,0x0E043B78
0x0E042864,18,{baku}は…げんじつの{nl},,0x0E043B7C
0x0E042878,22,世界で…{momo}ちゃんを…{nl},,0x0E043B80
0x0E042890,15,守る…役目が…,,0x0E043B84
0x0E0428A0,16,キャプテン…！{nl},,0x0E043D38
0x0E0428B0,11,バカバカ！,,0x0E043D3C
0x0E0428BC,25,どうして出てきたのよ！！,,0x0E043D40
0x0E0428D8,22,だまってかくれてれば{nl},,0x0E043D44
0x0E0428F0,11,いいのに！,,0x0E043D48
0x0E0428FC,16,{momo}ちゃん…を…{nl},,0x0E043D4C
0x0E04290C,17,…まも…るのは…,,0x0E043D50
0x0E042920,10,ワシの…{nl},,0x0E043D54
0x0E04292C,5,や…,,0x0E043D5C
0x0E042934,5,く…,,0x0E043D60
0x0E04293C,7,め……,,0x0E043D64
0x0E042944,15,キャプテン…？,,0x0E043D6C
0x0E042954,17,……………………,,0x0E043D70
0x0E042968,16,キャプテン…？{nl},,0x0E043D74
0x0E042978,13,……うそ……,,0x0E043D78
0x0E042988,11,…やだ……,,0x0E043D7C
0x0E042994,15,キャプテン！！,,0x0E043D80
0x0E0429A4,20,{baku}ッ！　やめてッ！{nl},,0x0E043F64
0x0E0429B8,17,もうヤメてッ！！,,0x0E043F6C
0x0E0429CC,5,{momo}…,,0x0E043F88
0x0E0429D4,10,ちゃん…{nl},,0x0E043F8C
0x0E0429E0,19,{momo}ちゃん…　守る…,,0x0E043F90
0x0E0429F4,8,{baku}も、{nl},,0x0E043F94
0x0E0429FC,14,{momo}ちゃんを…{nl},,0x0E043F98
0x0E042A0C,21,……　守る　……！！,,0x0E043F9C
0x0E042A24,5,この,,0x0E043FA8
0x0E042A2C,11,バカ犬が！,,0x0E043FAC
0x0E042A38,20,もうやめてーッ！！{np},,0x0E0441CC
0x0E042A4C,18,ガハハハハハッ！{np},,0x0E0441E8
0x0E042A60,8,{momo}よ、{nl},,0x0E0441F0
0x0E042A68,24,そんななみだを流すのも{nl},,0x0E0441F4
0x0E042A80,18,これが最期だぞ。{np},,0x0E0441F8
0x0E042A94,10,…うう…{np},,0x0E0443C0
0x0E042AA0,14,{momo}ちゃん！！{np},,0x0E0443CC
0x0E042AB0,20,時間のとびらじゃ！{nl},,0x0E0443EC
0x0E042AC4,24,早く！にげるんじゃ！！{np},,0x0E0443F0
0x0E042ADC,12,さっさと、{nl},,0x0E044400
0x0E042AE8,26,いなくなっちまえーッ！！{np},,0x0E044404
0x0E042B04,10,みんな…{nl},,0x0E04440C;0x0E044820
0x0E042B10,28,あたしを助けようとひっしに{nl},,0x0E044410
0x0E042B2C,27,戦ってくれたみんな…………,,0x0E044414
0x0E042B48,12,{momo}ーッ！！{nl},,0x0E0445C0
0x0E042B54,25,消えてなくなれぇぇぇ！！,,0x0E0445C8
0x0E042B70,26,あたし、弱くてゴメンね…{nl},,0x0E0445DC
0x0E042B8C,24,あたし、みんなのために{nl},,0x0E0445E0
0x0E042BA4,25,なんにも出来なかった……,,0x0E0445E4
0x0E042BC0,16,……でもね……{nl},,0x0E0445F8
0x0E042BD0,9,あたし…,,0x0E0445FC
0x0E042BDC,13,にげない…！,,0x0E044600
0x0E042BEC,14,{momo}ちゃん！！{nl},,0x0E044604
0x0E042BFC,24,何をしてるであるか！！{nl},,0x0E044608
0x0E042C14,9,早く！！,,0x0E04460C
0x0E042C20,10,オレは、{nl},,0x0E044620;0x0E0447EC
0x0E042C2C,27,くやしかったんだぁぁぁぁ！,,0x0E044624
0x0E042C48,11,怖いけど…,,0x0E044628
0x0E042C54,18,でもにげないよ…{nl},,0x0E04462C
0x0E042C68,26,せめて、ここで、みんなの{nl},,0x0E044630
0x0E042C84,15,ためにいのる…,,0x0E0447CC
0x0E042C94,28,だいまおうの気がすむまで…{nl},,0x0E0447D4
0x0E042CB0,21,最後まで…いのるね…,,0x0E0447D8
0x0E042CC8,27,かなしかったんだぁぁぁ！！,,0x0E0447F0
0x0E042CE4,14,小さいころ、{nl},,0x0E0447F8
0x0E042CF4,24,キライだった野菜たち…{nl},,0x0E0447FC
0x0E042D0C,11,ゴメンね…,,0x0E044800
0x0E042D18,13,ゆるしてね…,,0x0E044804
0x0E042D28,19,うわああああ！！！,,0x0E044808
0x0E042D3C,18,悲しい思いをした{nl},,0x0E04480C
0x0E042D50,19,ヤサイたち…………,,0x0E044810
0x0E042D64,16,どうかみんな…{nl},,0x0E044814
0x0E042D74,15,ゆるしてね……,,0x0E044818
0x0E042D84,9,みんな、,,0x0E04481C
0x0E042D90,17,…大スキだよ……,,0x0E044824
0x0E042DA4,20,あたしの大切な……{nl},,0x0E044828
0x0E042DB8,19,思い出たち…………,,0x0E04482C
0x0E042DCC,19,わああああああ！！,,0x0E044830
0x0E044C34,29,{fast}…オレは…きらわれたのが…{nl},,0x0E044DB0
0x0E044C54,28,{fast}……かなしかったんだ………,,0x0E044DB8
0x0E044C70,31,{fast}…ただ…食べてもらいたかった{nl},,0x0E044DC8
0x0E044C90,30,{fast}………だけなんだ………………,,0x0E044DCC
0x0E044CB0,24,{fast}　ごめんよ…{momo}ちゃん…,,0x0E044DD0
0x0E044CC8,22,{fast}　　　…ありがとう…,,0x0E044DD4
0x0E044F1C,11,あ………{np}{nl},,0x0E045468
0x0E044F28,16,みんな…………{np},,0x0E045470
0x0E044F38,12,{momo}ちゃん。{nl},,0x0E04547C
0x0E044F44,16,やったである！{np},,0x0E045480
0x0E044F54,22,キャプテン！{baku}は！？{np},,0x0E045484
0x0E044F6C,24,だいじょうぶであるぞ。{nl},,0x0E045488
0x0E044F84,22,ワシがすでにちゃんと{nl},,0x0E04548C
0x0E044F9C,20,見ておいたである。{np},,0x0E045490
0x0E044FB0,28,二人とも、ケガはしてるが、{nl},,0x0E045494
0x0E044FCC,22,命にべつじょうない。{np},,0x0E045498
0x0E044FE4,15,ジュディ…！{np}{nl},,0x0E04549C
0x0E044FF4,11,{momo}一号！{np}{nl},,0x0E0454A0
0x0E045000,16,ガンボット！！{np},,0x0E0454A4
0x0E045010,24,うーん…もうダメよお…{nl},,0x0E0454A8
0x0E045028,16,走れないよお…{np},,0x0E0454AC
0x0E045038,12,クエエ……{nl},,0x0E0454B0
0x0E045044,20,{momo}ちゃんのいばしょ{nl},,0x0E0454B4
0x0E045058,24,なら知らないクワー……{np},,0x0E0454B8
0x0E045070,26,…こ…こんじょうだガン…{nl},,0x0E0454BC
0x0E04508C,26,たえるだゴン…うーん……{np},,0x0E0454C0
0x0E0450A8,28,…みんな…ぶじだったんだ…{np},,0x0E0454C4
0x0E0450C4,16,見事であった…{nl},,0x0E0454C8
0x0E0450D4,26,ハクサイだいまおうは…、{nl},,0x0E0454CC
0x0E0450F0,24,消えてしまったである。{np},,0x0E0454D0
0x0E045108,18,うん…感じたわ…{nl},,0x0E0454D4
0x0E04511C,22,ハクサイだいまおうや{nl},,0x0E0454D8
0x0E045134,28,キャベツ、パンプキン達が、{np},,0x0E0454DC
0x0E045150,14,消えていく、{nl},,0x0E0454E0
0x0E045160,22,最後のしゅんかん……{np},,0x0E0454E4
0x0E045178,18,{momo}ちゃんの心が、{nl},,0x0E0455B8
0x0E04518C,18,通じたのである。{np},,0x0E0455BC
0x0E0451A0,26,みんな、生まれ変わって、{nl},,0x0E0455C0
0x0E0451BC,26,この世界にもどってくるで{nl},,0x0E0455C4
0x0E0451D8,12,あろうぞ。{np},,0x0E0455C8
0x0E0451E4,22,また、会えるのかな、{nl},,0x0E0455CC
0x0E0451FC,24,ハクサイやキャベツに。{np},,0x0E0455D0
0x0E045214,16,心配しないでも{nl},,0x0E0455D4
0x0E045224,24,だいじょうぶであるぞ。{np},,0x0E0455D8
0x0E04523C,26,さあ、おじいさんの家に、{nl},,0x0E0455DC
0x0E045258,28,みんなを連れて帰るである。{np},,0x0E0455E0
0x0E045274,8,うん。{nl},,0x0E0455E4
0x0E04527C,26,手当てしてあげなきゃね。{np},,0x0E0455E8
0x0E045650,16,ねえ、みんなで{nl},,0x0E045978
0x0E045660,22,記念写真をとろうよ。{np},,0x0E045980
0x0E045678,26,げんじつの世界にもどった{nl},,0x0E045988
0x0E045694,28,あたしが、いつでもみんなを{nl},,0x0E04598C
0x0E0456B0,28,思い出していられるように！{np},,0x0E045990
0x0E0456CC,26,やったあ！写真！写真！！{np},,0x0E04599C
0x0E0456E8,10,やだあ、{nl},,0x0E0459A0
0x0E0456F4,22,ジュディが一番前よ！{np},,0x0E0459A4
0x0E04570C,26,さあ、みんなならんで……{np},,0x0E0459A8
0x0E045728,15,はい、ポーズ！,,0x0E0459AC
0x0E045738,10,{momo}ちゃん{nl},,0x0E0459C0
0x0E045744,17,おうち　かえろ？,,0x0E0459C4
0x0E045758,12,そうだね。{nl},,0x0E045A48
0x0E045764,9,帰ろう、,,0x0E045A4C
0x0E045770,3,{baku},,0x0E045A50
0x0E045A64,9,はっ！{np}{nl},,0x0E045CC0
0x0E045A70,14,ここはドコ？{np},,0x0E045CC8
0x0E045A80,22,どうやら、絵本の中に{nl},,0x0E045CE0
0x0E045A98,24,落とされたようじゃな。{np},,0x0E045CE4
0x0E045AB0,8,あれ、{nl},,0x0E045CE8
0x0E045AB8,26,ダレかあそこにいるモン！{np},,0x0E045CEC
0x0E045F50,16,むかしむかし、{nl},,0x0E047870
0x0E045F60,16,あるところに、{nl},,0x0E047878
0x0E045F70,18,白雪ひめという、{nl},,0x0E04787C
0x0E045F84,14,それはそれは{nl},,0x0E047880
0x0E045F94,20,キレイなおひめ様が{nl},,0x0E047884
0x0E045FA8,14,おりました。{np},,0x0E047888
0x0E045FB8,18,白雪ひめはあまり{nl},,0x0E047890
0x0E045FCC,20,にも美しかったので{nl},,0x0E047894
0x0E045FE0,20,調子にのってしまい{nl},,0x0E047898
0x0E045FF4,18,毎日毎日わがまま{nl},,0x0E04789C
0x0E046008,20,しほうだいでした。{np},,0x0E0478A0
0x0E04601C,20,おーほほほほほッ！{nl},,0x0E0478AC
0x0E046030,20,あたしの言うことが{nl},,0x0E0478B0
0x0E046044,24,聞けないって言うの！？{np},,0x0E0478B4
0x0E04605C,20,白雪ひめをむかえに{nl},,0x0E0478C0
0x0E046070,18,くるはずの白馬の{nl},,0x0E0478C4
0x0E046084,20,王子様も、白雪ひめ{nl},,0x0E0478C8
0x0E046098,20,の美しさにおそれを{nl},,0x0E0478CC
0x0E0460AC,18,なしてプロポーズ{nl},,0x0E0478D0
0x0E0460C0,18,する気配もなく、{np},,0x0E0478D4
0x0E0460D4,12,白雪ひめは{nl},,0x0E0478D8
0x0E0460E0,14,つまんなくて{nl},,0x0E0478DC
0x0E0460F0,12,ちょっぴり{nl},,0x0E0478E0
0x0E0460FC,14,くやしくて、{np},,0x0E0478E4
0x0E04610C,20,それでいつもいつも{nl},,0x0E0478E8
0x0E046120,18,お高くとまって、{nl},,0x0E0478EC
0x0E046134,20,わがまましほうだい{nl},,0x0E0478F0
0x0E046148,16,だったのです。{np},,0x0E0478F4
0x0E046158,14,なんだか……{nl},,0x0E0478F8
0x0E046168,14,白雪ひめって{nl},,0x0E0478FC
0x0E046178,22,こんな話だったっけ？{np},,0x0E047900
0x0E046190,12,ちがうよ！{nl},,0x0E047904
0x0E04619C,28,白馬の王子様がパンプキンに{nl},,0x0E047908
0x0E0461B8,20,連れ去られたから、{np},,0x0E04790C
0x0E0461CC,22,こんなメチャメチャな{nl},,0x0E047910
0x0E0461E4,20,話になったのよ！！{np},,0x0E047914
0x0E0461F8,12,白雪ひめの{nl},,0x0E047918
0x0E046204,20,わがままはだんだん{nl},,0x0E04791C
0x0E046218,14,ひどくなり、{np},,0x0E047920
0x0E046228,18,ある日とうとう、{nl},,0x0E047924
0x0E04623C,16,おきさき様は、{nl},,0x0E047928;0x0E047FCC
0x0E04624C,18,白雪ひめをおしろ{nl},,0x0E04792C
0x0E046260,16,から追い出して{nl},,0x0E047930
0x0E046270,16,しまいました。{np},,0x0E047934
0x0E046280,26,おまえはわがままがすぎる{nl},,0x0E047AE4
0x0E04629C,28,から、森のおくに追放する！{np},,0x0E047AE8
0x0E0462B8,26,心を入れかえて、やさしい{nl},,0x0E047AEC
0x0E0462D4,24,いい子になるまで森から{nl},,0x0E047AF0
